Toss,HH,HT,TH,TT,P(HH),P(HT),P(TH),P(TT)
370, 101, 99, 85, 85, 0.272973, 0.267568, 0.22973, 0.22973
371, 102, 99, 85, 85, 0.274933, 0.266846, 0.229111, 0.229111
372, 102, 99, 86, 85, 0.274194, 0.266129, 0.231183, 0.228495
373, 103, 99, 86, 85, 0.276139, 0.265416, 0.230563, 0.227882
374, 103, 99, 87, 85, 0.275401, 0.264706, 0.23262, 0.227273
375, 103, 99, 87, 86, 0.274667, 0.264, 0.232, 0.229333
376, 103, 100, 87, 86, 0.273936, 0.265957, 0.231383, 0.228723
377, 103, 100, 87, 87, 0.27321, 0.265252, 0.230769, 0.230769
378, 103, 101, 87, 87, 0.272487, 0.267196, 0.230159, 0.230159
379, 103, 101, 88, 87, 0.271768, 0.266491, 0.23219, 0.229551
380, 103, 101, 88, 88, 0.271053, 0.265789, 0.231579, 0.231579
381, 103, 101, 88, 89, 0.270341, 0.265092, 0.230971, 0.233596
382, 103, 101, 89, 89, 0.269634, 0.264398, 0.232984, 0.232984
383, 103, 102, 89, 89, 0.26893, 0.266319, 0.232376, 0.232376
384, 104, 102, 89, 89, 0.270833, 0.265625, 0.231771, 0.231771
385, 105, 102, 89, 89, 0.272727, 0.264935, 0.231169, 0.231169
386, 105, 102, 89, 90, 0.272021, 0.264249, 0.23057, 0.233161
387, 105, 102, 90, 90, 0.271318, 0.263566, 0.232558, 0.232558
388, 106, 102, 90, 90, 0.273196, 0.262887, 0.231959, 0.231959
389, 106, 102, 90, 91, 0.272494, 0.262211, 0.231362, 0.233933
390, 106, 102, 90, 92, 0.271795, 0.261538, 0.230769, 0.235897
391, 106, 102, 91, 92, 0.2711, 0.26087, 0.232737, 0.235294
392, 107, 102, 91, 92, 0.272959, 0.260204, 0.232143, 0.234694
393, 107, 102, 92, 92, 0.272265, 0.259542, 0.234097, 0.234097
394, 107, 102, 92, 93, 0.271574, 0.258883, 0.233503, 0.236041
395, 107, 103, 92, 93, 0.270886, 0.260759, 0.232911, 0.235443
396, 107, 103, 92, 94, 0.270202, 0.260101, 0.232323, 0.237374
397, 108, 103, 92, 94, 0.27204, 0.259446, 0.231738, 0.236776
398, 108, 104, 92, 94, 0.271357, 0.261307, 0.231156, 0.236181
399, 109, 104, 92, 94, 0.273183, 0.260652, 0.230576, 0.235589
400, 109, 104, 92, 95, 0.2725, 0.26, 0.23, 0.2375
401, 109, 104, 93, 95, 0.27182, 0.259352, 0.23192, 0.236908
402, 109, 104, 94, 95, 0.271144, 0.258706, 0.233831, 0.236318
403, 110, 104, 94, 95, 0.272953, 0.258065, 0.233251, 0.235732
404, 110, 104, 94, 96, 0.272277, 0.257426, 0.232673, 0.237624
405, 110, 105, 94, 96, 0.271605, 0.259259, 0.232099, 0.237037
406, 110, 105, 95, 96, 0.270936, 0.258621, 0.23399, 0.236453
407, 110, 106, 95, 96, 0.27027, 0.260442, 0.233415, 0.235872
408, 110, 106, 96, 96, 0.269608, 0.259804, 0.235294, 0.235294
409, 110, 106, 96, 97, 0.268949, 0.259169, 0.234719, 0.237164
410, 110, 106, 97, 97, 0.268293, 0.258537, 0.236585, 0.236585
411, 110, 107, 97, 97, 0.26764, 0.260341, 0.23601, 0.23601
412, 110, 108, 97, 97, 0.26699, 0.262136, 0.235437, 0.235437
413, 110, 108, 98, 97, 0.266344, 0.261501, 0.237288, 0.234867
414, 110, 108, 99, 97, 0.2657, 0.26087, 0.23913, 0.2343
415, 111, 108, 99, 97, 0.26747, 0.260241, 0.238554, 0.233735
416, 112, 108, 99, 97, 0.269231, 0.259615, 0.237981, 0.233173
417, 113, 108, 99, 97, 0.270983, 0.258993, 0.23741, 0.232614
418, 114, 108, 99, 97, 0.272727, 0.258373, 0.236842, 0.232057
419, 114, 108, 99, 98, 0.272076, 0.257757, 0.236277, 0.23389
420, 114, 109, 99, 98, 0.271429, 0.259524, 0.235714, 0.233333
421, 114, 109, 99, 99, 0.270784, 0.258907, 0.235154, 0.235154
422, 114, 109, 100, 99, 0.270142, 0.258294, 0.236967, 0.234597
423, 115, 109, 100, 99, 0.271868, 0.257683, 0.236407, 0.234043
424, 115, 109, 101, 99, 0.271226, 0.257075, 0.238208, 0.233491
425, 115, 110, 101, 99, 0.270588, 0.258824, 0.237647, 0.232941
426, 115, 110, 102, 99, 0.269953, 0.258216, 0.239437, 0.232394
427, 115, 110, 103, 99, 0.269321, 0.257611, 0.241218, 0.23185
428, 115, 110, 103, 100, 0.268692, 0.257009, 0.240654, 0.233645
429, 115, 110, 103, 101, 0.268065, 0.25641, 0.240093, 0.235431
430, 115, 110, 103, 102, 0.267442, 0.255814, 0.239535, 0.237209
431, 115, 111, 103, 102, 0.266821, 0.257541, 0.238979, 0.236659
432, 115, 111, 104, 102, 0.266204, 0.256944, 0.240741, 0.236111
433, 115, 111, 105, 102, 0.265589, 0.256351, 0.242494, 0.235566
434, 115, 111, 105, 103, 0.264977, 0.25576, 0.241935, 0.237327
435, 115, 111, 106, 103, 0.264368, 0.255172, 0.243678, 0.236782
436, 115, 111, 106, 104, 0.263761, 0.254587, 0.243119, 0.238532
437, 115, 111, 107, 104, 0.263158, 0.254005, 0.244851, 0.237986
438, 115, 112, 107, 104, 0.262557, 0.255708, 0.244292, 0.237443
439, 115, 113, 107, 104, 0.261959, 0.257403, 0.243736, 0.236902
440, 115, 113, 108, 104, 0.261364, 0.256818, 0.245455, 0.236364
441, 115, 113, 109, 104, 0.260771, 0.256236, 0.247166, 0.235828
442, 115, 114, 109, 104, 0.260181, 0.257919, 0.246606, 0.235294
443, 115, 114, 109, 105, 0.259594, 0.257336, 0.24605, 0.23702
444, 115, 114, 110, 105, 0.259009, 0.256757, 0.247748, 0.236486
445, 116, 114, 110, 105, 0.260674, 0.25618, 0.247191, 0.235955
446, 116, 114, 110, 106, 0.26009, 0.255605, 0.246637, 0.237668
447, 116, 115, 110, 106, 0.259508, 0.257271, 0.246085, 0.237136
448, 116, 116, 110, 106, 0.258929, 0.258929, 0.245536, 0.236607
449, 117, 116, 110, 106, 0.260579, 0.258352, 0.244989, 0.23608
450, 117, 116, 110, 107, 0.26, 0.257778, 0.244444, 0.237778
451, 117, 117, 110, 107, 0.259424, 0.259424, 0.243902, 0.237251
452, 118, 117, 110, 107, 0.261062, 0.25885, 0.243363, 0.236726
453, 118, 117, 110, 108, 0.260486, 0.258278, 0.242826, 0.238411
454, 118, 118, 110, 108, 0.259912, 0.259912, 0.242291, 0.237885
455, 118, 118, 110, 109, 0.259341, 0.259341, 0.241758, 0.23956
456, 119, 118, 110, 109, 0.260965, 0.258772, 0.241228, 0.239035
457, 119, 118, 111, 109, 0.260394, 0.258206, 0.242888, 0.238512
458, 119, 119, 111, 109, 0.259825, 0.259825, 0.242358, 0.237991
459, 119, 119, 111, 110, 0.259259, 0.259259, 0.24183, 0.239651
460, 120, 119, 111, 110, 0.26087, 0.258696, 0.241304, 0.23913
461, 120, 119, 112, 110, 0.260304, 0.258134, 0.24295, 0.238612
462, 120, 119, 112, 111, 0.25974, 0.257576, 0.242424, 0.24026
463, 120, 119, 112, 112, 0.259179, 0.257019, 0.241901, 0.241901
464, 120, 120, 112, 112, 0.258621, 0.258621, 0.241379, 0.241379
465, 120, 120, 113, 112, 0.258065, 0.258065, 0.243011, 0.24086
466, 120, 121, 113, 112, 0.257511, 0.259657, 0.242489, 0.240343
467, 120, 122, 113, 112, 0.256959, 0.261242, 0.24197, 0.239829
468, 120, 123, 113, 112, 0.25641, 0.262821, 0.241453, 0.239316
469, 120, 124, 113, 112, 0.255864, 0.264392, 0.240938, 0.238806
470, 120, 124, 113, 113, 0.255319, 0.26383, 0.240426, 0.240426
471, 120, 124, 113, 114, 0.254777, 0.26327, 0.239915, 0.242038
472, 120, 124, 113, 115, 0.254237, 0.262712, 0.239407, 0.243644
473, 121, 124, 113, 115, 0.255814, 0.262156, 0.238901, 0.243129
474, 121, 124, 114, 115, 0.255274, 0.261603, 0.240506, 0.242616
475, 122, 124, 114, 115, 0.256842, 0.261053, 0.24, 0.242105
476, 122, 124, 114, 116, 0.256303, 0.260504, 0.239496, 0.243697
477, 122, 124, 115, 116, 0.255765, 0.259958, 0.24109, 0.243187
478, 122, 124, 115, 117, 0.25523, 0.259414, 0.240586, 0.24477
479, 123, 124, 115, 117, 0.256785, 0.258873, 0.240084, 0.244259
480, 123, 124, 115, 118, 0.25625, 0.258333, 0.239583, 0.245833
481, 123, 124, 116, 118, 0.255717, 0.257796, 0.241164, 0.245322
482, 124, 124, 116, 118, 0.257261, 0.257261, 0.240664, 0.244813
483, 125, 124, 116, 118, 0.258799, 0.256729, 0.240166, 0.244306
484, 125, 124, 116, 119, 0.258264, 0.256198, 0.239669, 0.245868
485, 125, 125, 116, 119, 0.257732, 0.257732, 0.239175, 0.245361
486, 125, 125, 117, 119, 0.257202, 0.257202, 0.240741, 0.244856
487, 125, 125, 117, 120, 0.256674, 0.256674, 0.240246, 0.246407
488, 125, 125, 118, 120, 0.256148, 0.256148, 0.241803, 0.245902
489, 125, 125, 118, 121, 0.255624, 0.255624, 0.241309, 0.247444
490, 126, 125, 118, 121, 0.257143, 0.255102, 0.240816, 0.246939
491, 126, 125, 119, 121, 0.256619, 0.254582, 0.242363, 0.246436
492, 126, 126, 119, 121, 0.256098, 0.256098, 0.24187, 0.245935
493, 126, 127, 119, 121, 0.255578, 0.257606, 0.241379, 0.245436
494, 127, 127, 119, 121, 0.257085, 0.257085, 0.240891, 0.244939
495, 127, 128, 119, 121, 0.256566, 0.258586, 0.240404, 0.244444
496, 127, 129, 119, 121, 0.256048, 0.260081, 0.239919, 0.243952
497, 127, 129, 119, 122, 0.255533, 0.259557, 0.239437, 0.245473
498, 127, 130, 119, 122, 0.25502, 0.261044, 0.238956, 0.24498
499, 127, 130, 119, 123, 0.254509, 0.260521, 0.238477, 0.246493
500, 127, 130, 120, 123, 0.254, 0.26, 0.24, 0.246
501, 127, 130, 121, 123, 0.253493, 0.259481, 0.241517, 0.245509
502, 127, 130, 121, 124, 0.252988, 0.258964, 0.241036, 0.247012
503, 128, 130, 121, 124, 0.254473, 0.258449, 0.240557, 0.246521
504, 128, 131, 121, 124, 0.253968, 0.259921, 0.240079, 0.246032
505, 128, 131, 121, 125, 0.253465, 0.259406, 0.239604, 0.247525
506, 128, 131, 122, 125, 0.252964, 0.258893, 0.241107, 0.247036
507, 128, 132, 122, 125, 0.252465, 0.260355, 0.240631, 0.246548
508, 128, 132, 123, 125, 0.251969, 0.259843, 0.242126, 0.246063
509, 129, 132, 123, 125, 0.253438, 0.259332, 0.24165, 0.24558
510, 130, 132, 123, 125, 0.254902, 0.258824, 0.241176, 0.245098
511, 130, 133, 123, 125, 0.254403, 0.260274, 0.240705, 0.244618
512, 130, 133, 124, 125, 0.253906, 0.259766, 0.242188, 0.244141
513, 131, 133, 124, 125, 0.255361, 0.259259, 0.241715, 0.243665
514, 131, 133, 124, 126, 0.254864, 0.258755, 0.241245, 0.245136
515, 131, 134, 124, 126, 0.254369, 0.260194, 0.240777, 0.24466
516, 131, 134, 125, 126, 0.253876, 0.25969, 0.242248, 0.244186
517, 132, 134, 125, 126, 0.255319, 0.259188, 0.241779, 0.243714
518, 132, 134, 125, 127, 0.254826, 0.258687, 0.241313, 0.245174
519, 132, 134, 125, 128, 0.254335, 0.258189, 0.240848, 0.246628
520, 133, 134, 125, 128, 0.255769, 0.257692, 0.240385, 0.246154
521, 133, 135, 125, 128, 0.255278, 0.259117, 0.239923, 0.245681
522, 133, 135, 125, 129, 0.254789, 0.258621, 0.239464, 0.247126
523, 133, 135, 126, 129, 0.254302, 0.258126, 0.240918, 0.246654
524, 133, 135, 126, 130, 0.253817, 0.257634, 0.240458, 0.248092
525, 133, 135, 126, 131, 0.253333, 0.257143, 0.24, 0.249524
526, 134, 135, 126, 131, 0.254753, 0.256654, 0.239544, 0.249049
527, 134, 135, 127, 131, 0.254269, 0.256167, 0.240987, 0.248577
528, 135, 135, 127, 131, 0.255682, 0.255682, 0.24053, 0.248106
529, 135, 136, 127, 131, 0.255198, 0.257089, 0.240076, 0.247637
530, 136, 136, 127, 131, 0.256604, 0.256604, 0.239623, 0.24717
531, 137, 136, 127, 131, 0.258004, 0.256121, 0.239171, 0.246704
532, 137, 136, 128, 131, 0.257519, 0.255639, 0.240602, 0.246241
533, 137, 136, 129, 131, 0.257036, 0.255159, 0.242026, 0.245779
534, 137, 137, 129, 131, 0.256554, 0.256554, 0.241573, 0.245318
535, 137, 137, 130, 131, 0.256075, 0.256075, 0.242991, 0.24486
536, 137, 138, 130, 131, 0.255597, 0.257463, 0.242537, 0.244403
537, 138, 138, 130, 131, 0.256983, 0.256983, 0.242086, 0.243948
538, 138, 138, 131, 131, 0.256506, 0.256506, 0.243494, 0.243494
539, 139, 138, 131, 131, 0.257885, 0.25603, 0.243043, 0.243043
540, 139, 138, 131, 132, 0.257407, 0.255556, 0.242593, 0.244444
541, 140, 138, 131, 132, 0.25878, 0.255083, 0.242144, 0.243993
542, 140, 138, 132, 132, 0.258303, 0.254613, 0.243542, 0.243542
543, 141, 138, 132, 132, 0.259669, 0.254144, 0.243094, 0.243094
544, 141, 138, 133, 132, 0.259191, 0.253676, 0.244485, 0.242647
545, 142, 138, 133, 132, 0.26055, 0.253211, 0.244037, 0.242202
546, 142, 138, 134, 132, 0.260073, 0.252747, 0.245421, 0.241758
547, 142, 138, 134, 133, 0.259598, 0.252285, 0.244973, 0.243144
548, 143, 138, 134, 133, 0.260949, 0.251825, 0.244526, 0.242701
549, 143, 138, 134, 134, 0.260474, 0.251366, 0.24408, 0.24408
550, 143, 139, 134, 134, 0.26, 0.252727, 0.243636, 0.243636
551, 144, 139, 134, 134, 0.261343, 0.252269, 0.243194, 0.243194
552, 145, 139, 134, 134, 0.262681, 0.251812, 0.242754, 0.242754
553, 145, 139, 134, 135, 0.262206, 0.251356, 0.242315, 0.244123
554, 145, 139, 134, 136, 0.261733, 0.250903, 0.241877, 0.245487
555, 145, 139, 135, 136, 0.261261, 0.25045, 0.243243, 0.245045
556, 145, 140, 135, 136, 0.260791, 0.251799, 0.242806, 0.244604
557, 145, 140, 136, 136, 0.260323, 0.251346, 0.244165, 0.244165
558, 145, 140, 136, 137, 0.259857, 0.250896, 0.243728, 0.24552
559, 146, 140, 136, 137, 0.261181, 0.250447, 0.243292, 0.245081
560, 146, 141, 136, 137, 0.260714, 0.251786, 0.242857, 0.244643
561, 147, 141, 136, 137, 0.262032, 0.251337, 0.242424, 0.244207
562, 148, 141, 136, 137, 0.263345, 0.25089, 0.241993, 0.243772
563, 149, 141, 136, 137, 0.264654, 0.250444, 0.241563, 0.243339
564, 149, 141, 137, 137, 0.264184, 0.25, 0.242908, 0.242908
565, 149, 141, 137, 138, 0.263717, 0.249558, 0.242478, 0.244248
566, 149, 141, 137, 139, 0.263251, 0.249117, 0.242049, 0.245583
567, 150, 141, 137, 139, 0.26455, 0.248677, 0.241623, 0.24515
568, 150, 141, 137, 140, 0.264085, 0.248239, 0.241197, 0.246479
569, 150, 142, 137, 140, 0.26362, 0.249561, 0.240773, 0.246046
570, 150, 142, 137, 141, 0.263158, 0.249123, 0.240351, 0.247368
571, 150, 142, 137, 142, 0.262697, 0.248687, 0.23993, 0.248687
572, 150, 143, 137, 142, 0.262238, 0.25, 0.23951, 0.248252
573, 150, 144, 137, 142, 0.26178, 0.251309, 0.239092, 0.247818
574, 150, 144, 137, 143, 0.261324, 0.250871, 0.238676, 0.249129
575, 151, 144, 137, 143, 0.262609, 0.250435, 0.238261, 0.248696
576, 151, 145, 137, 143, 0.262153, 0.251736, 0.237847, 0.248264
577, 151, 146, 137, 143, 0.261698, 0.253033, 0.237435, 0.247834
578, 151, 147, 137, 143, 0.261246, 0.254325, 0.237024, 0.247405
579, 151, 147, 138, 143, 0.260794, 0.253886, 0.238342, 0.246978
580, 151, 147, 139, 143, 0.260345, 0.253448, 0.239655, 0.246552
581, 151, 147, 140, 143, 0.259897, 0.253012, 0.240964, 0.246127
582, 151, 147, 140, 144, 0.25945, 0.252577, 0.24055, 0.247423
583, 151, 147, 141, 144, 0.259005, 0.252144, 0.241852, 0.246998
584, 151, 147, 142, 144, 0.258562, 0.251712, 0.243151, 0.246575
585, 151, 147, 143, 144, 0.25812, 0.251282, 0.244444, 0.246154
586, 151, 147, 144, 144, 0.257679, 0.250853, 0.245734, 0.245734
587, 151, 147, 144, 145, 0.25724, 0.250426, 0.245315, 0.247019
588, 151, 147, 144, 146, 0.256803, 0.25, 0.244898, 0.248299
589, 151, 147, 144, 147, 0.256367, 0.249576, 0.244482, 0.249576
590, 151, 148, 144, 147, 0.255932, 0.250847, 0.244068, 0.249153
591, 151, 149, 144, 147, 0.255499, 0.252115, 0.243655, 0.248731
592, 152, 149, 144, 147, 0.256757, 0.251689, 0.243243, 0.248311
593, 153, 149, 144, 147, 0.25801, 0.251265, 0.242833, 0.247892
594, 153, 149, 145, 147, 0.257576, 0.250842, 0.244108, 0.247475
595, 153, 150, 145, 147, 0.257143, 0.252101, 0.243697, 0.247059
596, 153, 150, 146, 147, 0.256711, 0.251678, 0.244966, 0.246644
597, 153, 150, 146, 148, 0.256281, 0.251256, 0.244556, 0.247906
598, 153, 150, 146, 149, 0.255853, 0.250836, 0.244147, 0.249164
599, 153, 150, 147, 149, 0.255426, 0.250417, 0.245409, 0.248748
600, 153, 151, 147, 149, 0.255, 0.251667, 0.245, 0.248333
601, 153, 151, 147, 150, 0.254576, 0.251248, 0.244592, 0.249584
602, 154, 151, 147, 150, 0.255814, 0.250831, 0.244186, 0.249169
603, 154, 152, 147, 150, 0.25539, 0.252073, 0.243781, 0.248756
604, 154, 153, 147, 150, 0.254967, 0.253311, 0.243377, 0.248344
605, 154, 154, 147, 150, 0.254545, 0.254545, 0.242975, 0.247934
606, 154, 154, 148, 150, 0.254125, 0.254125, 0.244224, 0.247525
607, 155, 154, 148, 150, 0.255354, 0.253707, 0.243822, 0.247117
608, 155, 154, 149, 150, 0.254934, 0.253289, 0.245066, 0.246711
609, 155, 154, 150, 150, 0.254516, 0.252874, 0.246305, 0.246305
610, 155, 155, 150, 150, 0.254098, 0.254098, 0.245902, 0.245902
611, 155, 155, 151, 150, 0.253682, 0.253682, 0.247136, 0.245499
612, 155, 156, 151, 150, 0.253268, 0.254902, 0.246732, 0.245098
613, 156, 156, 151, 150, 0.254486, 0.254486, 0.24633, 0.244698
614, 156, 156, 151, 151, 0.254072, 0.254072, 0.245928, 0.245928
615, 157, 156, 151, 151, 0.255285, 0.253659, 0.245528, 0.245528
616, 157, 157, 151, 151, 0.25487, 0.25487, 0.24513, 0.24513
617, 157, 158, 151, 151, 0.254457, 0.256078, 0.244733, 0.244733
618, 157, 159, 151, 151, 0.254045, 0.257282, 0.244337, 0.244337
619, 158, 159, 151, 151, 0.25525, 0.256866, 0.243942, 0.243942
620, 158, 160, 151, 151, 0.254839, 0.258065, 0.243548, 0.243548
621, 158, 160, 151, 152, 0.254428, 0.257649, 0.243156, 0.244767
622, 158, 161, 151, 152, 0.254019, 0.258842, 0.242765, 0.244373
623, 158, 161, 151, 153, 0.253612, 0.258427, 0.242376, 0.245586
624, 159, 161, 151, 153, 0.254808, 0.258013, 0.241987, 0.245192
625, 159, 161, 152, 153, 0.2544, 0.2576, 0.2432, 0.2448
626, 159, 162, 152, 153, 0.253994, 0.258786, 0.242812, 0.244409
627, 160, 162, 152, 153, 0.255183, 0.258373, 0.242424, 0.244019
628, 160, 162, 152, 154, 0.254777, 0.257962, 0.242038, 0.245223
629, 161, 162, 152, 154, 0.255962, 0.257552, 0.241653, 0.244833
630, 161, 162, 153, 154, 0.255556, 0.257143, 0.242857, 0.244444
631, 161, 162, 153, 155, 0.255151, 0.256735, 0.242472, 0.245642
632, 161, 163, 153, 155, 0.254747, 0.257911, 0.242089, 0.245253
633, 161, 164, 153, 155, 0.254344, 0.259084, 0.241706, 0.244866
634, 161, 164, 153, 156, 0.253943, 0.258675, 0.241325, 0.246057
635, 162, 164, 153, 156, 0.255118, 0.258268, 0.240945, 0.245669
636, 162, 164, 154, 156, 0.254717, 0.257862, 0.242138, 0.245283
637, 162, 164, 155, 156, 0.254317, 0.257457, 0.243328, 0.244898
638, 163, 164, 155, 156, 0.255486, 0.257053, 0.242947, 0.244514
639, 163, 164, 155, 157, 0.255086, 0.256651, 0.242567, 0.245696
640, 163, 165, 155, 157, 0.254688, 0.257812, 0.242188, 0.245312
641, 163, 165, 155, 158, 0.25429, 0.25741, 0.24181, 0.24649
642, 164, 165, 155, 158, 0.255452, 0.257009, 0.241433, 0.246106
643, 165, 165, 155, 158, 0.25661, 0.25661, 0.241058, 0.245723
644, 165, 165, 155, 159, 0.256211, 0.256211, 0.240683, 0.246894
645, 166, 165, 155, 159, 0.257364, 0.255814, 0.24031, 0.246512
646, 166, 165, 156, 159, 0.256966, 0.255418, 0.241486, 0.24613
647, 166, 165, 156, 160, 0.256569, 0.255023, 0.241113, 0.247295
648, 167, 165, 156, 160, 0.257716, 0.25463, 0.240741, 0.246914
649, 167, 165, 157, 160, 0.257319, 0.254237, 0.241911, 0.246533
650, 167, 165, 158, 160, 0.256923, 0.253846, 0.243077, 0.246154
651, 167, 165, 158, 161, 0.256528, 0.253456, 0.242704, 0.247312
652, 167, 165, 159, 161, 0.256135, 0.253067, 0.243865, 0.246933
653, 168, 165, 159, 161, 0.257274, 0.25268, 0.243492, 0.246554
654, 168, 165, 160, 161, 0.256881, 0.252294, 0.244648, 0.246177
655, 168, 166, 160, 161, 0.256489, 0.253435, 0.244275, 0.245802
656, 169, 166, 160, 161, 0.257622, 0.253049, 0.243902, 0.245427
657, 169, 166, 160, 162, 0.25723, 0.252664, 0.243531, 0.246575
658, 169, 166, 160, 163, 0.256839, 0.25228, 0.243161, 0.24772
659, 169, 166, 161, 163, 0.256449, 0.251897, 0.24431, 0.247344
660, 169, 166, 162, 163, 0.256061, 0.251515, 0.245455, 0.24697
661, 169, 167, 162, 163, 0.255673, 0.252648, 0.245083, 0.246596
662, 170, 167, 162, 163, 0.256798, 0.252266, 0.244713, 0.246224
663, 171, 167, 162, 163, 0.257919, 0.251885, 0.244344, 0.245852
664, 171, 167, 162, 164, 0.25753, 0.251506, 0.243976, 0.246988
665, 172, 167, 162, 164, 0.258647, 0.251128, 0.243609, 0.246617
666, 172, 167, 162, 165, 0.258258, 0.250751, 0.243243, 0.247748
667, 173, 167, 162, 165, 0.25937, 0.250375, 0.242879, 0.247376
668, 174, 167, 162, 165, 0.260479, 0.25, 0.242515, 0.247006
669, 174, 167, 163, 165, 0.26009, 0.249626, 0.243647, 0.246637
670, 174, 167, 163, 166, 0.259701, 0.249254, 0.243284, 0.247761
671, 174, 167, 164, 166, 0.259314, 0.248882, 0.244411, 0.247392
672, 174, 167, 165, 166, 0.258929, 0.248512, 0.245536, 0.247024
673, 174, 167, 166, 166, 0.258544, 0.248143, 0.246657, 0.246657
674, 175, 167, 166, 166, 0.259644, 0.247774, 0.246291, 0.246291
675, 175, 167, 167, 166, 0.259259, 0.247407, 0.247407, 0.245926
676, 175, 167, 167, 167, 0.258876, 0.247041, 0.247041, 0.247041
677, 175, 167, 167, 168, 0.258493, 0.246677, 0.246677, 0.248154
678, 175, 168, 167, 168, 0.258112, 0.247788, 0.246313, 0.247788
679, 175, 169, 167, 168, 0.257732, 0.248895, 0.24595, 0.247423
680, 175, 169, 168, 168, 0.257353, 0.248529, 0.247059, 0.247059
681, 175, 169, 169, 168, 0.256975, 0.248164, 0.248164, 0.246696
682, 176, 169, 169, 168, 0.258065, 0.247801, 0.247801, 0.246334
683, 176, 169, 169, 169, 0.257687, 0.247438, 0.247438, 0.247438
684, 177, 169, 169, 169, 0.258772, 0.247076, 0.247076, 0.247076
685, 177, 169, 169, 170, 0.258394, 0.246715, 0.246715, 0.248175
686, 178, 169, 169, 170, 0.259475, 0.246356, 0.246356, 0.247813
687, 178, 169, 170, 170, 0.259098, 0.245997, 0.247453, 0.247453
688, 178, 170, 170, 170, 0.258721, 0.247093, 0.247093, 0.247093
689, 179, 170, 170, 170, 0.259797, 0.246734, 0.246734, 0.246734
690, 179, 170, 170, 171, 0.25942, 0.246377, 0.246377, 0.247826
691, 179, 170, 171, 171, 0.259045, 0.24602, 0.247467, 0.247467
692, 179, 170, 172, 171, 0.258671, 0.245665, 0.248555, 0.24711
693, 179, 170, 172, 172, 0.258297, 0.24531, 0.248196, 0.248196
694, 179, 170, 172, 173, 0.257925, 0.244957, 0.247839, 0.24928
695, 180, 170, 172, 173, 0.258993, 0.244604, 0.247482, 0.248921
696, 180, 171, 172, 173, 0.258621, 0.24569, 0.247126, 0.248563
697, 180, 171, 173, 173, 0.25825, 0.245337, 0.248207, 0.248207
698, 180, 172, 173, 173, 0.25788, 0.246418, 0.247851, 0.247851
699, 180, 173, 173, 173, 0.257511, 0.247496, 0.247496, 0.247496
700, 181, 173, 173, 173, 0.258571, 0.247143, 0.247143, 0.247143
701, 181, 173, 173, 174, 0.258203, 0.24679, 0.24679, 0.248217
702, 182, 173, 173, 174, 0.259259, 0.246439, 0.246439, 0.247863
703, 182, 174, 173, 174, 0.25889, 0.247511, 0.246088, 0.247511
704, 182, 175, 173, 174, 0.258523, 0.24858, 0.245739, 0.247159
705, 182, 175, 174, 174, 0.258156, 0.248227, 0.246809, 0.246809
706, 183, 175, 174, 174, 0.259207, 0.247875, 0.246459, 0.246459
707, 183, 175, 174, 175, 0.25884, 0.247525, 0.24611, 0.247525
708, 183, 176, 174, 175, 0.258475, 0.248588, 0.245763, 0.247175
709, 183, 177, 174, 175, 0.25811, 0.249647, 0.245416, 0.246827
710, 183, 177, 174, 176, 0.257746, 0.249296, 0.24507, 0.247887
711, 183, 177, 175, 176, 0.257384, 0.248945, 0.246132, 0.247539
712, 183, 178, 175, 176, 0.257022, 0.25, 0.245787, 0.247191
713, 183, 179, 175, 176, 0.256662, 0.251052, 0.245442, 0.246844
714, 183, 179, 176, 176, 0.256303, 0.2507, 0.246499, 0.246499
715, 184, 179, 176, 176, 0.257343, 0.25035, 0.246154, 0.246154
716, 184, 179, 176, 177, 0.256983, 0.25, 0.24581, 0.247207
717, 184, 179, 177, 177, 0.256625, 0.249651, 0.246862, 0.246862
718, 184, 179, 177, 178, 0.256267, 0.249304, 0.246518, 0.247911
719, 184, 179, 178, 178, 0.255911, 0.248957, 0.247566, 0.247566
720, 184, 180, 178, 178, 0.255556, 0.25, 0.247222, 0.247222
721, 184, 180, 178, 179, 0.255201, 0.249653, 0.246879, 0.248266
722, 185, 180, 178, 179, 0.256233, 0.249307, 0.246537, 0.247922
723, 185, 180, 178, 180, 0.255878, 0.248963, 0.246196, 0.248963
724, 185, 180, 179, 180, 0.255525, 0.248619, 0.247238, 0.248619
725, 185, 180, 179, 181, 0.255172, 0.248276, 0.246897, 0.249655
726, 185, 180, 180, 181, 0.254821, 0.247934, 0.247934, 0.249311
727, 185, 180, 180, 182, 0.25447, 0.247593, 0.247593, 0.250344
728, 185, 181, 180, 182, 0.254121, 0.248626, 0.247253, 0.25
729, 185, 181, 180, 183, 0.253772, 0.248285, 0.246914, 0.251029
730, 185, 182, 180, 183, 0.253425, 0.249315, 0.246575, 0.250685
731, 186, 182, 180, 183, 0.254446, 0.248974, 0.246238, 0.250342
732, 187, 182, 180, 183, 0.255464, 0.248634, 0.245902, 0.25
733, 188, 182, 180, 183, 0.25648, 0.248295, 0.245566, 0.249659
734, 188, 182, 181, 183, 0.256131, 0.247956, 0.246594, 0.249319
735, 188, 182, 181, 184, 0.255782, 0.247619, 0.246259, 0.25034
736, 188, 183, 181, 184, 0.255435, 0.248641, 0.245924, 0.25
737, 188, 183, 182, 184, 0.255088, 0.248304, 0.246947, 0.249661
